simplified	traditional	pinyin	eng	level
马虎	馬虎	ma3 hu5	careless, sloppy, negligent, skimpy,	4
满	滿	Man3	full, filled, packed, fully, completely, quite, to reach the limit, to satisfy, satisfied, contented, to fill, abbr. for Manchurian,	4
满	滿	man3	full, filled, packed, fully, completely, quite, to reach the limit, to satisfy, satisfied, contented, to fill, abbr. for Manchurian,	4
毛巾	毛巾	mao2 jin1	towel, CL:條|条[tiáo],	4
美丽	美麗	mei3 li4	beautiful,	4
梦	夢	meng4	dream, CL:場|场,個|个[gè],	4
密码	密碼	mi4 ma3	code, secret code, password, pin number,	4
免费	免費	mian3 fei4	free (of charge),	4
民族	民族	min2 zu2	nationality, ethnic group, CL:個|个[gè],	4
母亲	母親	mu3 qin1	mother, also pr. with light tone [mǔ qin], CL:個|个[gè],	4
目的	目的	mu4 di4	purpose, aim, goal, target, objective, CL:個|个[gè],	4
耐心	耐心	nai4 xin1	to be patient, patience,	4
难道	難道	nan2 dao4	don't tell me ..., could it be that...?,	4
难受	難受	nan2 shou4	to feel unwell, to suffer pain, to be difficult to bear,	4
内	內	nei4	inside, inner, internal, within, interior,	4
内容	內容	nei4 rong2	content, substance, details, CL:個|个,項|项[xiàng],	4
能力	能力	neng2 li4	capability, capable, able, ability, CL:個|个[gè],	4
年龄	年齡	nian2 ling2	(a person's) age, CL:把,個|个[gè],	4
农村	農村	nong2 cun1	rural area, village, CL:個|个[gè],	4
弄	弄	long4	to do, to manage, to handle, to play with, to fool with, to mess with, to fix, to toy with,	4
弄	弄	nong4	to do, to manage, to handle, to play with, to fool with, to mess with, to fix, to toy with,	4
弄	弄	nong4	to do, to manage, to handle, to play with, to fool with, to mess with, to fix, to toy with,	4
弄	弄	long4	to do, to manage, to handle, to play with, to fool with, to mess with, to fix, to toy with,	4
暖和	暖和	nuan3 huo5	warm, nice and warm,	4
偶尔	偶爾	ou3 er3	occasionally, once in a while, sometimes,	4
排列	排列	pai2 lie4	array, arrangement, permutation (i.e. ordered choice of n elements out of m),	4
判断	判斷	pan4 duan4	to decide, to determine, CL:個|个[gè],	4
陪	陪	pei2	to accompany, to keep sb company, to assist, old variant of 賠|赔[péi],	4
批评	批評	pi1 ping2	to criticize, criticism, CL:個|个[gè],	4
皮肤	皮膚	pi2 fu1	skin, CL:層|层,塊|块[kuài],	4
脾气	脾氣	pi2 qi5	character, temperament, disposition, bad temper, CL:個|个[gè],	4
篇	篇	pian1	sheet, piece of writing, bound set of bamboo slips used for record keeping (old), classifier for written items: chapter, article,	4
骗	騙	pian4	to cheat, to swindle, to deceive, to fool, to hoodwink, to trick,	4
乒乓球	乒乓球	ping1 pang1 qiu2	table tennis, ping-pong, ping pong, table tennis ball, CL:個|个[gè],	4
平时	平時	ping2 shi2	ordinarily, in normal times, in peacetime,	4
瓶子	瓶子	ping2 zi5	bottle, CL:個|个[gè],	4
破	破	po4	broken, damaged, worn out, to break, split or cleave, to get rid of, to destroy, to break with, to defeat, to capture (a city etc), to expose the truth of,	4
普遍	普遍	pu3 bian4	universal, general, widespread, common,	4
其次	其次	qi2 ci4	next, secondly,	4
其中	其中	qi2 zhong1	among, in, included among these,	4
起飞	起飛	qi3 fei1	to take off (in an airplane),	4
起来	起來	qi3 lai5	(after a verb, indicates beginning or completeness),	4
起来	起來	qi5 lai5	(after a verb, indicates beginning or completeness),	4
气候	氣候	qi4 hou4	climate, atmosphere, situation, CL:種|种[zhǒng],	4
千万	千萬	qian1 wan4	ten million, countless, many, one must by all means,	4
签证	籤證	qian1 zheng4	visa, certificate, to certify, CL:個|个[gè],	4
墙	牆	qiang2	wall, CL:面,堵[dǔ],	4
墙	牆	qiang2	wall, CL:面,堵[dǔ],	4
敲	敲	qiao1	to hit, to strike, to tap, to rap, to knock, to rip sb off, to overcharge,	4
桥	橋	qiao2	bridge, CL:座[zuò],	4
巧克力	巧克力	qiao3 ke4 li4	chocolate (loanword), CL:塊|块[kuài],	4
亲戚	親戚	qin1 qi5	a relative (i.e. family relation), CL:門|门,個|个,位[wèi],	4
轻	輕	qing1	light, easy, gentle, soft, reckless, unimportant, frivolous, small in number, unstressed, neutral, to disparage,	4
轻松	輕松	qing1 song1	gentle, relaxed,	4
情况	情況	qing2 kuang4	circumstances, state of affairs, situation, CL:個|个,種|种[zhǒng],	4
请假	請假	qing3 jia4	to request leave of absence,	4
请客	請客	qing3 ke4	to give a dinner party, to entertain guests, to invite to dinner,	4
穷	窮	qiong2	exhausted, poor,	4
区别	區別	qu1 bie2	difference, to distinguish, to discriminate, to make a distinction, CL:個|个[gè],	4
取	取	qu3	to take, to get, to choose, to fetch,	4
全部	全部	quan2 bu4	whole, entire, complete,	4
缺点	缺點	que1 dian3	weak point, fault, shortcoming, CL:個|个[gè],	4
缺少	缺少	que1 shao3	lack, shortage of, shortfall, to be short (of), to lack,	4
却	卻	que4	but, yet, however, while, to go back, to decline, to retreat, nevertheless, even though,	4
却	卻	que4	but, yet, however, while, to go back, to decline, to retreat, nevertheless, even though,	4
确实	確實	que4 shi2	indeed, really, reliable, real, true,	4
群	羣	qun2	group, crowd, flock, herd, pack etc,	4
群	羣	qun2	group, crowd, flock, herd, pack etc,	4
然而	然而	ran2 er2	however, yet, but,	4
热闹	熱鬧	re4 nao5	bustling with noise and excitement, lively,	4
人民币	人民幣	ren2 min2 bi4	Renminbi (RMB), Chinese Yuan (CNY),	4
任何	任何	ren4 he2	any, whatever, whichever, whatsoever,	4
任务	任務	ren4 wu5	mission, assignment, task, duty, role, CL:項|项,個|个[gè],	4
扔	扔	reng1	to throw, to throw away,	4
仍然	仍然	reng2 ran2	still, yet,	4
日记	日記	ri4 ji4	diary, CL:則|则,本,篇[piān],	4
入口	入口	ru4 kou3	entrance,	4
软	軟	ruan3	soft, flexible,	4
软	軟	ruan3	soft, flexible,	4
散步	散步	san4 bu4	to take a walk, to go for a walk,	4
森林	森林	sen1 lin2	forest, CL:片[piàn],	4
沙发	沙發	sha1 fa1	sofa, CL:條|条,張|张[zhāng],	4
商量	商量	shang1 liang5	to consult, to talk over, to discuss,	4
伤心	傷心	shang1 xin1	to grieve, to be broken-hearted, to feel deeply hurt,	4
稍微	稍微	shao1 wei1	a little bit,	4
社会	社會	she4 hui4	society, CL:個|个[gè],	4
深	深	shen1	close, deep, late, profound, dark (of color, water etc),	4
深	深	shen1	close, deep, late, profound, dark (of color, water etc),	4
申请	申請	shen1 qing3	to apply for sth, application (form etc), CL:份[fèn],	4
甚至	甚至	shen4 zhi4	even, so much so that,	4
生活	生活	sheng1 huo2	life, activity, to live, livelihood,	4
生命	生命	sheng1 ming4	life, living, biological, CL:個|个[gè],	4
省	省	sheng3	to save, to economize, to do without, to omit, to leave out, province, CL:個|个[gè],	4
省	省	xing3	to save, to economize, to do without, to omit, to leave out, province, CL:個|个[gè],	4
剩	剩	sheng4	to remain, to be left, to have as remainder,	4
剩	剩	sheng4	to remain, to be left, to have as remainder,	4
失败	失敗	shi1 bai4	to be defeated, to lose, to fail (e.g. experiments), failure, defeat, CL:次[cì],	4
失望	失望	shi1 wang4	disappointed, to lose hope, to despair,	4
师傅	師傅	shi1 fu5	master, qualified worker, respectful form of address for older men, CL:個|个,位,名[míng],	4
湿润	溼潤	shi1 run4	moist,	4
狮子	獅子	Shi1 zi3	lion, CL:隻|只,頭|头[tóu], Leo (star sign),	4
狮子	獅子	shi1 zi5	lion, CL:隻|只,頭|头[tóu], Leo (star sign),	4
十分	十分	shi2 fen1	to divide into ten equal parts, very, hundred percent, completely, extremely, utterly, absolutely,	4
实际	實際	shi2 ji4	actual, reality, practice,	4
实在	實在	shi2 zai4	really, actually, indeed, true, real, honest, dependable, (philosophy) reality,	4
食品	食品	shi2 pin3	foodstuff, food, provisions, CL:種|种[zhǒng],	4
使用	使用	shi3 yong4	to use, to employ, to apply, to make use of,	4
试	試	shi4	to test, to try, experiment, examination, test,	4
市场	市場	shi4 chang3	marketplace, market (also in abstract),	4
世纪	世紀	shi4 ji4	century, CL:個|个[gè],	4
适合	適合	shi4 he2	to fit, to suit,	4
适应	適應	shi4 ying4	to adapt, to fit, to suit,	4
收	收	shou1	to receive, to accept, to collect, in care of (used on address line after name),	4
收入	收入	shou1 ru4	to take in, income, revenue, CL:筆|笔,個|个[gè],	4
收拾	收拾	shou1 shi5	to put in order, to tidy up, to pack, to repair, to punish (colloquial), to manage,	4
首都	首都	shou3 du1	capital (city), CL:個|个[gè],	4
首先	首先	shou3 xian1	first (of all), in the first place,	4
受不了	受不了	shou4 bu4 liao3	unbearable, unable to endure, can't stand,	4
受到	受到	shou4 dao4	to receive, to suffer, obtained, given,	4
售货员	售貨員	shou4 huo4 yuan2	salesperson, CL:個|个[gè],	4
输	輸	shu1	to lose, to transport, to donate, to enter (a password),	4
熟悉	熟悉	shu2 xi1	to be familiar with, to know well,	4
数量	數量	shu4 liang4	amount, quantity, CL:個|个[gè], quantitative,	4
数字	數字	shu4 zi4	numeral, digit, number, figure, amount, digital (electronics etc), CL:個|个[gè],	4
帅	帥	Shuai4	handsome, graceful, smart, commander in chief,	4
帅	帥	shuai4	handsome, graceful, smart, commander in chief,	4
顺便	順便	shun4 bian4	conveniently, in passing, without much extra effort,	4
顺利	順利	shun4 li4	smoothly, without a hitch,	4
顺序	順序	shun4 xu4	sequence, order,	4
说明	說明	shuo1 ming2	to explain, to illustrate, to indicate, to show, to prove, explanation, directions, caption, CL:個|个[gè],	4
硕士	碩士	shuo4 shi4	master's degree, learned person,	4
死	死	si3	to die, impassable, uncrossable, inflexible, rigid, extremely,	4
速度	速度	su4 du4	speed, rate, velocity, CL:個|个[gè],	4
塑料袋	塑料袋	su4 liao4 dai4	plastic bag,	4
酸	酸	suan1	sour, sore, ache, acid,	4
算	算	suan4	to regard as, to figure, to calculate, to compute,	4
随便	隨便	sui2 bian4	as one wishes, as one pleases, at random, negligent, casual, wanton,	4
随着	隨着	sui2 zhe5	along with, in the wake of, following,	4
孙子	孫子	Sun1 zi3	grandson, son's son,	4
孙子	孫子	sun1 zi5	grandson, son's son,	4
所有	所有	suo3 you3	all, to have, to possess, to own,	4
抬	抬	tai2	to lift, to raise, (of two or more persons) to carry,	4
抬	抬	tai2	to lift, to raise, (of two or more persons) to carry,	4
台	臺	Tai2	typhoon,	4
台	臺	tai2	typhoon,	4
台	臺	tai2	typhoon,	4
台	臺	Tai2	typhoon,	4
台	臺	tai2	typhoon,	4
台	臺	tai2	typhoon,	4
态度	態度	tai4 du5	manner, bearing, attitude, approach, CL:個|个[gè],	4
谈	談	Tan2	to speak, to talk, to converse, to chat, to discuss,	4
谈	談	tan2	to speak, to talk, to converse, to chat, to discuss,	4
弹	彈	dan4	to pluck (a string), to play (a string instrument), to spring or leap, to shoot (e.g. with a catapult), (of cotton) to fluff or tease, to flick, to flip, to accuse, to impeach, elastic (of materials),	4
弹	彈	tan2	to pluck (a string), to play (a string instrument), to spring or leap, to shoot (e.g. with a catapult), (of cotton) to fluff or tease, to flick, to flip, to accuse, to impeach, elastic (of materials),	4
汤	湯	Tang1	soup, hot or boiling water, decoction of medicinal herbs, water in which sth has been boiled,	4
汤	湯	shang1	soup, hot or boiling water, decoction of medicinal herbs, water in which sth has been boiled,	4
汤	湯	tang1	soup, hot or boiling water, decoction of medicinal herbs, water in which sth has been boiled,	4
躺	躺	tang3	to recline, to lie down,	4
趟	趟	tang1	classifier for times, round trips or rows, a time, a trip,	4
趟	趟	tang1	classifier for times, round trips or rows, a time, a trip,	4
趟	趟	tang4	classifier for times, round trips or rows, a time, a trip,	4
讨论	討論	tao3 lun4	to discuss, to talk over, CL:個|个[gè],	4
讨厌	討厭	tao3 yan4	to dislike, to loathe, disagreeable, troublesome, annoying,	4
特点	特點	te4 dian3	characteristic (feature), trait, feature, CL:個|个[gè],	4
提供	提供	ti2 gong1	to offer, to supply, to provide, to furnish,	4
提前	提前	ti2 qian2	to shift to an earlier date, to do sth ahead of time, in advance,	4
提醒	提醒	ti2 xing3	to remind, to call attention to, to warn of,	4
填空	填空	tian2 kong4	to fill a job vacancy, to fill in a blank (e.g. on questionnaire or exam paper),	4
条件	條件	tiao2 jian4	condition, circumstances, term, factor, requirement, prerequisite, qualification, CL:個|个[gè],	4
停止	停止	ting2 zhi3	to stop, to halt, to cease,	4
挺	挺	ting3	to stick out, to (physically) straighten up, to endure or hold out, straight, stiff, outstanding, extraordinary, rather, quite, very, classifier for machine guns,	4
通过	通過	tong1 guo4	by means of, through, via, to pass through, to get through, to adopt, to pass (a bill or inspection etc), to switch over,	4
通知	通知	tong1 zhi1	to notify, to inform, notice, notification, CL:個|个[gè],	4
同情	同情	tong2 qing2	to sympathize with, sympathy,	4
推	推	tui1	to push, to cut, to refuse, to reject, to decline, to shirk (responsibility), to put off, to delay, to push forward, to nominate, to elect,	4
推迟	推遲	tui1 chi2	to postpone, to put off, to defer,	4
脱	脫	tuo1	to shed, to take off, to escape, to get away from,	4
袜子	襪子	wa4 zi5	socks, stockings, CL:隻|只,對|对,雙|双[shuāng],	4
完全	完全	wan2 quan2	complete, whole, totally, entirely,	4
往	往	wang3	to go (in a direction), to, towards, (of a train) bound for, past, previous,	4
往	往	wang3	to go (in a direction), to, towards, (of a train) bound for, past, previous,	4
往往	往往	wang3 wang3	often, frequently,	4
网球	網球	wang3 qiu2	tennis, CL:個|个[gè],	4
网站	網站	wang3 zhan4	website, network station, node,	4
危险	危險	wei1 xian3	danger, dangerous,	4
味道	味道	wei4 dao5	flavor, smell, hint of,	4
温度	溫度	wen1 du4	temperature, CL:個|个[gè],	4
文章	文章	wen2 zhang1	article, essay, literary works, writings, hidden meaning, CL:篇,段,頁|页[yè],	4
握手	握手	wo4 shou3	to shake hands,	4
污染	污染	wu1 ran3	pollution, contamination, CL:個|个[gè],	4
无	無	mo2	-less, not to have, no, none, not, to lack, un-,	4
无	無	wu2	-less, not to have, no, none, not, to lack, un-,	4
无聊	無聊	wu2 liao2	bored, boring, senseless,	4
无论	無論	wu2 lun4	no matter what or how, regardless of whether...,	4
误会	誤會	wu4 hui4	to misunderstand, to mistake, misunderstanding, CL:個|个[gè],	4
西红柿	西紅柿	xi1 hong2 shi4	tomato, CL:隻|只[zhī],	4
吸引	吸引	xi1 yin3	to attract (interest, investment etc), CL:個|个[gè],	4
洗衣机	洗衣機	xi3 yi1 ji1	washer, washing machine, CL:臺|台[tái],	4
咸	鹹	Xian2	salted, salty, stingy, miserly,	4
咸	鹹	xian2	salted, salty, stingy, miserly,	4
咸	鹹	xian2	salted, salty, stingy, miserly,	4
现代	現代	Xian4 dai4	modern times, modern age, modern era,	4
现代	現代	xian4 dai4	modern times, modern age, modern era,	4
羡慕	羨慕	xian4 mu4	to envy, to admire,	4
限制	限制	xian4 zhi4	to restrict, to limit, to confine, restriction, limit, CL:個|个[gè],	4
香	香	xiang1	fragrant, sweet smelling, aromatic, savory or appetizing, (to eat) with relish, (of sleep) sound, perfume or spice, joss or incense stick, CL:根[gēn],	4
相反	相反	xiang1 fan3	opposite, contrary,	4
详细	詳細	xiang2 xi4	detailed, in detail, minute,	4
响	響	xiang3	echo, sound, noise, to make a sound, to sound, to ring, loud, classifier for noises,	4
消息	消息	xiao1 xi5	news, information, CL:條|条[tiáo],	4
小说	小說	xiao3 shuo1	novel, fiction, CL:本,部[bù],	4
笑话	笑話	xiao4 hua5	joke, jest, CL:個|个[gè], to laugh at, to mock,	4
效果	效果	xiao4 guo3	result, effect, quality, CL:個|个[gè],	4
心情	心情	xin1 qing2	mood, frame of mind, CL:個|个[gè],	4
辛苦	辛苦	xin1 ku3	hard, exhausting, with much toil, thanks for your trouble,	4
信任	信任	xin4 ren4	to trust, to have confidence in,	4
信心	信心	xin4 xin1	confidence, faith (in sb or sth), CL:個|个[gè],	4
信用卡	信用卡	xin4 yong4 ka3	credit card,	4
兴奋	興奮	xing1 fen4	excited, excitement,	4
行	行	hang2	to walk, to go, to travel, a visit, temporary, makeshift, current, in circulation, to do, to perform, capable, competent, effective, all right, OK!, will do,	4
行	行	heng2	to walk, to go, to travel, a visit, temporary, makeshift, current, in circulation, to do, to perform, capable, competent, effective, all right, OK!, will do,	4
行	行	xing2	to walk, to go, to travel, a visit, temporary, makeshift, current, in circulation, to do, to perform, capable, competent, effective, all right, OK!, will do,	4
醒	醒	xing3	to wake up, to awaken, to be awake,	4
性别	性別	xing4 bie2	gender, sex, distinguishing between the sexes,	4
性格	性格	xing4 ge2	nature, disposition, temperament, character, CL:個|个[gè],	4
幸福	幸福	xing4 fu2	happiness, happy, blessed,	4
修	修	Xiu1	to decorate, to embellish, to repair, to build, to study, to write, to cultivate,	4
修	修	xiu1	to decorate, to embellish, to repair, to build, to study, to write, to cultivate,	4
修	修	xiu1	to decorate, to embellish, to repair, to build, to study, to write, to cultivate,	4
许多	許多	xu3 duo1	many, a lot of, much,	4
血	血	xie3	blood, informal colloquial and Taiwan pr. [xiě], also pr. [xuě], CL:滴,片[piàn],	4
血	血	xue4	blood, informal colloquial and Taiwan pr. [xiě], also pr. [xuě], CL:滴,片[piàn],	4
压力	壓力	ya1 li4	pressure,	4
牙膏	牙膏	ya2 gao1	toothpaste, CL:管[guǎn],	4
亚洲	亞洲	Ya4 zhou1	Asia, Asian,	4
呀	呀	ya1	(particle equivalent to 啊 after a vowel, expressing surprise or doubt),	4
呀	呀	ya5	(particle equivalent to 啊 after a vowel, expressing surprise or doubt),	4
盐	鹽	yan2	salt, CL:粒[lì],	4
严格	嚴格	yan2 ge2	strict, stringent, tight, rigorous,	4
严重	嚴重	yan2 zhong4	grave, serious, severe, critical,	4
研究生	研究生	yan2 jiu1 sheng1	graduate student, postgraduate student, research student,	4
演出	演出	yan3 chu1	to act (in a play), to perform, to put on (a performance), performance, concert, show, CL:場|场,次[cì],	4
演员	演員	yan3 yuan2	actor or actress, performer, CL:個|个,位,名[míng],	4
阳光	陽光	yang2 guang1	sunshine, CL:線|线[xiàn],	4
养成	養成	yang3 cheng2	to cultivate, to raise, to form (a habit), to acquire,	4
样子	樣子	yang4 zi5	appearance, manner, pattern, model,	4
邀请	邀請	yao1 qing3	to invite, invitation, CL:個|个[gè],	4
钥匙	鑰匙	yao4 shi5	key, CL:把[bǎ],	4
也许	也許	ye3 xu3	perhaps, maybe,	4
页	頁	xie2	page, leaf,	4
页	頁	ye4	page, leaf,	4
叶子	葉子	ye4 zi5	foliage, leaf, CL:片[piàn],	4
一切	一切	yi1 qie4	everything, every, all,	4
以	以	yi3	to use, according to, so as to, by means of, in order to, by, with, because,	4
以	以	yi3	to use, according to, so as to, by means of, in order to, by, with, because,	4
以	以	Yi3	to use, according to, so as to, by means of, in order to, by, with, because,	4
以	以	yi3	to use, according to, so as to, by means of, in order to, by, with, because,	4
亿	億	yi4	100 million,	4
意见	意見	yi4 jian4	idea, opinion, suggestion, objection, complaint, CL:點|点,條|条[tiáo],	4
艺术	藝術	yi4 shu4	art,	4
因此	因此	yin1 ci3	thus, consequently, as a result,	4
引起	引起	yin3 qi3	to give rise to, to lead to, to cause, to arouse,	4
饮料	飲料	yin3 liao4	drink, beverage,	4
印象	印象	yin4 xiang4	impression,	4
赢	贏	ying2	to beat, to win, to profit,	4
硬	硬	ying4	hard, stiff, strong, firm, resolutely, doggedly, good (quality), able (person),	4
勇敢	勇敢	yong3 gan3	brave, courageous,	4
永远	永遠	yong3 yuan3	forever, eternal,	4
优点	優點	you1 dian3	merit, benefit, strong point, advantage, CL:個|个[gè],	4
优秀	優秀	you1 xiu4	outstanding, excellent,	4
幽默	幽默	you1 mo4	(loanword) humor, humorous,	4
由	由	you2	to follow, from, it is for...to, reason, cause, because of, due to, to, to leave it (to sb), by (introduces passive verb),	4
由于	由於	you2 yu2	due to, as a result of, thanks to, owing to, since, because,	4
尤其	尤其	you2 qi2	especially, particularly,	4
有趣	有趣	you3 qu4	interesting, fascinating, amusing,	4
友好	友好	You3 hao3	friendly, amicable, close friend,	4
友好	友好	you3 hao3	friendly, amicable, close friend,	4
友谊	友誼	you3 yi4	companionship, fellowship, friendship,	4
愉快	愉快	yu2 kuai4	cheerful, cheerily, delightful, pleasant, pleasantly, pleasing, happy, delighted,	4
于是	於是	yu2 shi4	thereupon, as a result, consequently, thus, hence,	4
与	與	yu2	and, to give, together with,	4
与	與	yu3	and, to give, together with,	4
与	與	yu4	and, to give, together with,	4
语法	語法	yu3 fa3	grammar,	4
语言	語言	yu3 yan2	language, CL:門|门,種|种[zhǒng],	4
羽毛球	羽毛球	yu3 mao2 qiu2	shuttlecock, badminton, CL:個|个[gè],	4
预习	預習	yu4 xi2	to prepare a lesson,	4
圆	圓	yuan2	circle, round, circular, spherical, (of the moon) full, unit of Chinese currency (Yuan), tactful, to justify,	4
原来	原來	yuan2 lai2	original, former, originally, formerly, at first, so, actually, as it turns out,	4
原谅	原諒	yuan2 liang4	to excuse, to forgive, to pardon,	4
原因	原因	yuan2 yin1	cause, origin, root cause, reason, CL:個|个[gè],	4
约会	約會	yue1 hui4	appointment, engagement, date, CL:次,個|个[gè], to arrange to meet,	4
阅读	閱讀	yue4 du2	to read, reading,	4
允许	允許	yun3 xu3	to permit, to allow,	4
杂志	雜志	za2 zhi4	magazine, CL:本,份,期[qī],	4
咱们	咱們	zan2 men5	we or us (including both the speaker and the person(s) spoken to), I or me, you,	4
暂时	暫時	zan4 shi2	temporary, provisional, for the time being,	4
脏	髒	zang4	dirty, filthy,	4
脏	髒	zang1	dirty, filthy,	4
责任	責任	ze2 ren4	responsibility, blame, duty, CL:個|个[gè],	4
增加	增加	zeng1 jia1	to raise, to increase,	4
增长	增長	zeng1 zhang3	to grow, to increase,	4
窄	窄	zhai3	narrow, narrow-minded, badly off,	4
招聘	招聘	zhao1 pin4	recruitment, to invite applications for a job,	4
真正	真正	zhen1 zheng4	genuine, real, true, genuinely,	4
整理	整理	zheng3 li3	to arrange, to tidy up, to sort out, to straighten out, to list systematically, to collate (data, files), to pack (luggage),	4
整齐	整齊	zheng3 qi2	orderly, neat, even, tidy,	4
正常	正常	zheng4 chang2	regular, normal, ordinary,	4
正好	正好	zheng4 hao3	just (in time), just right, just enough, to happen to, to chance to, by chance, it just so happens that,	4
正确	正確	zheng4 que4	correct, proper,	4
正式	正式	zheng4 shi4	formal, official,	4
证明	證明	zheng4 ming2	proof, certificate, identification, testimonial, CL:個|个[gè], to prove, to testify, to confirm the truth of,	4
之	之	zhi1	(possessive particle, literary equivalent of 的), him, her, it,	4
支持	支持	zhi1 chi2	to be in favor of, to support, to back, support, backing, to stand by, CL:個|个[gè],	4
知识	知識	zhi1 shi5	intellectual, knowledge-related, knowledge, CL:門|门[mén],	4
直接	直接	zhi2 jie1	direct, opposite: indirect 間接|间接, immediate, directly, straightforward,	4
值得	值得	zhi2 de5	to be worth, to deserve,	4
职业	職業	zhi2 ye4	occupation, profession, vocation, professional,	4
植物	植物	zhi2 wu4	botanical, plant, vegetation, CL:種|种[zhǒng],	4
指	指	zhi3	finger, to point at or to, to indicate or refer to, to depend on, to count on, (of hair) to stand on end,	4
只好	只好	zhi3 hao3	without any better option, to have to, to be forced to,	4
只要	只要	zhi3 yao4	if only, so long as,	4
制造	制造	zhi4 zao4	to manufacture, to make,	4
至少	至少	zhi4 shao3	at least, (to say the) least,	4
质量	質量	zhi4 liang4	quality, mass (in physics), CL:個|个[gè],	4
中文	中文	Zhong1 wen2	Chinese, Chinese written language, Chinese writing,	4
重点	重點	chong2 dian3	important point, main point, focus, key (project etc), to focus on, to put the emphasis on,	4
重点	重點	zhong4 dian3	important point, main point, focus, key (project etc), to focus on, to put the emphasis on,	4
重视	重視	zhong4 shi4	to attach importance to sth, to value,	4
周围	周圍	zhou1 wei2	surroundings, environment, to encompass,	4
猪	豬	zhu1	hog, pig, swine, CL:口,頭|头[tóu],	4
逐渐	逐漸	zhu2 jian4	gradually,	4
主动	主動	zhu3 dong4	to take the initiative, to do sth of one's own accord, spontaneous, active, opposite: passive 被動|被动[bèi dòng], drive (of gears and shafts etc),	4
主意	主意	zhu3 yi5	plan, idea, decision, CL:個|个[gè],	4
祝贺	祝賀	zhu4 he4	to congratulate, congratulations, CL:個|个[gè],	4
著名	著名	zhu4 ming2	famous, noted, well-known, celebrated,	4
专门	專門	zhuan1 men2	specialist, specialized, customized,	4
专业	專業	zhuan1 ye4	specialty, specialized field, main field of study (at university), major, CL:門|门,個|个[gè], professional,	4
赚	賺	zhuan4	to earn, to make a profit,	4
赚	賺	zuan4	to earn, to make a profit,	4
撞	撞	zhuang4	to hit, to strike, to meet by accident, to run into, to bump against, to bump into,	4
准确	準確	zhun3 que4	accurate, exact, precise,	4
准时	準時	zhun3 shi2	on time, punctual, on schedule,	4
仔细	仔細	zi3 xi4	careful, attentive, cautious,	4
自然	自然	zi4 ran2	nature, natural, naturally,	4
总结	總結	zong3 jie2	to sum up, to conclude, summary, résumé, CL:個|个[gè],	4
租	租	zu1	to hire, to rent, to charter, to rent out, to lease out, rent, land tax,	4
组成	組成	zu3 cheng2	to form, to make up, to constitute,	4
组织	組織	zu3 zhi1	to organize, organization, organized system, nerve, tissue, CL:個|个[gè],	4
嘴	嘴	zui3	mouth, beak, nozzle, spout (of teapot etc), CL:張|张,個|个[gè],	4
最好	最好	zui4 hao3	best, (you) had better (do what we suggest),	4
最后	最後	zui4 hou4	final, last, finally, ultimate,	4
尊重	尊重	zun1 zhong4	to esteem, to respect, to honor, to value, eminent, serious, proper,	4
做生意	做生意	zuo4 sheng1 yi4	to do business,	4
座	座	zuo4	seat, base, stand, CL:個|个[gè], classifier for buildings, mountains and similar immovable objects,	4
座位	座位	zuo4 wei4	seat, CL:個|个[gè],	4
作者	作者	zuo4 zhe3	author, writer, CL:個|个[gè],	4
